ID,NAME,Date,Time,Record identifier,Status of System,Latitude,Longitude,Maximum Sustained Wind
AL121998 0600,               LISA,19981005, 0600,  , TS,14.2,-47.1,35
AL121998 1200,               LISA,19981005,1200,  , TS,14.8,-47.8,35
AL121998 1800,               LISA,19981005,1800,  , TS,15.7,-48.5,40
AL121998 0000,               LISA,19981006, 0000,  , TS,16.5,-49.2,40
AL121998 0600,               LISA,19981006, 0600,  , TS,17.1,-49.3,45
AL121998 1200,               LISA,19981006,1200,  , TS,17.6,-48.9,45
AL121998 1800,               LISA,19981006,1800,  , TS,18.2,-48.5,45
AL121998 0000,               LISA,19981007, 0000,  , TS,18.9,-48,50
AL121998 0600,               LISA,19981007, 0600,  , TS,19.6,-47.5,50
AL121998 1200,               LISA,19981007,1200,  , TS,20.4,-46.6,50
AL121998 1800,               LISA,19981007,1800,  , TS,21.5,-45.3,50
AL121998 0000,               LISA,19981008, 0000,  , TS,22.9,-43.9,55
AL121998 0600,               LISA,19981008, 0600,  , TS,24.6,-42.1,55
AL121998 1200,               LISA,19981008,1200,  , TS,26.9,-40.1,55
AL121998 1800,               LISA,19981008,1800,  , TS,29.6,-38.6,60
AL121998 0000,               LISA,19981009, 0000,  , TS,32.9,-37.8,60
AL121998 0600,               LISA,19981009, 0600,  , TS,36.8,-37.9,60
AL121998 1200,               LISA,19981009,1200,  , HU,41.6,-38.7,65
AL121998 1800,               LISA,19981009,1800,  , HU,47.1,-39.3,65
AL121998 0000,               LISA,19981010, 0000,  , EX,52.1,-32,60
AL131998 0000,              MITCH,19981022, 0000,  , TD,11.6,-76.1,30
AL131998 0600,              MITCH,19981022, 0600,  , TD,11.9,-77.1,30
AL131998 1200,              MITCH,19981022,1200,  , TD,12,-77.9,30
AL131998 1800,              MITCH,19981022,1800,  , TS,11.6,-77.9,35
AL131998 0000,              MITCH,19981023, 0000,  , TS,11.8,-77.6,40
AL131998 0600,              MITCH,19981023, 0600,  , TS,12.2,-77.6,45
AL131998 1200,              MITCH,19981023,1200,  , TS,12.5,-77.8,45
AL131998 1800,              MITCH,19981023,1800,  , TS,12.9,-78,50
AL131998 0000,              MITCH,19981024, 0000,  , TS,13.4,-77.9,55
AL131998 0600,              MITCH,19981024, 0600,  , HU,13.9,-77.8,65
AL131998 1200,              MITCH,19981024,1200,  , HU,14.5,-77.9,75
AL131998 1800,              MITCH,19981024,1800,  , HU,15,-78.1,90
AL131998 0000,              MITCH,19981025, 0000,  , HU,15.5,-78.4,100
AL131998 0600,              MITCH,19981025, 0600,  , HU,16,-78.9,105
AL131998 1200,              MITCH,19981025,1200,  , HU,16.2,-79.6,115
AL131998 1800,              MITCH,19981025,1800,  , HU,16.4,-80.3,125
AL131998 0000,              MITCH,19981026, 0000,  , HU,16.4,-81,130
AL131998 0600,              MITCH,19981026, 0600,  , HU,16.4,-81.8,135
AL131998 1200,              MITCH,19981026,1200,  , HU,16.6,-82.6,145
AL131998 1800,              MITCH,19981026,1800,  , HU,16.9,-83.1,155
AL131998 0000,              MITCH,19981027, 0000,  , HU,17.2,-83.8,155
AL131998 0600,              MITCH,19981027, 0600,  , HU,17.3,-84.4,150
AL131998 1200,              MITCH,19981027,1200,  , HU,17.1,-85,150
AL131998 1800,              MITCH,19981027,1800,  , HU,16.9,-85.4,145
AL131998 0000,              MITCH,19981028, 0000,  , HU,16.6,-85.6,140
AL131998 0600,              MITCH,19981028, 0600,  , HU,16.3,-85.6,130
AL131998 1200,              MITCH,19981028,1200,  , HU,16.3,-85.6,115
AL131998 1800,              MITCH,19981028,1800,  , HU,16.3,-85.7,95
AL131998 0000,              MITCH,19981029, 0000,  , HU,16.2,-85.8,85
AL131998 0600,              MITCH,19981029, 0600,  , HU,16.1,-85.8,75
AL131998 1200,              MITCH,19981029,1200, L, HU,15.9,-85.7,70
AL131998 1800,              MITCH,19981029,1800,  , TS,15.8,-85.6,60
AL131998 0000,              MITCH,19981030, 0000,  , TS,15.6,-85.7,55
AL131998 0600,              MITCH,19981030, 0600,  , TS,15.4,-85.9,50
AL131998 1200,              MITCH,19981030,1200,  , TS,15.2,-86.1,45
AL131998 1800,              MITCH,19981030,1800,  , TS,14.9,-86.5,45
AL131998 0000,              MITCH,19981031, 0000,  , TS,14.7,-87,45
AL131998 0600,              MITCH,19981031, 0600,  , TS,14.5,-87.7,40
AL131998 1200,              MITCH,19981031,1200,  , TS,14.5,-88.5,35
AL131998 1800,              MITCH,19981031,1800,  , TD,14.6,-89.2,30
AL131998 0000,              MITCH,19981101, 0000,  , TD,14.6,-90,30
AL131998 0600,              MITCH,19981101, 0600,  , TD,14.7,-90.8,25
AL131998 1200,              MITCH,19981101,1200,  , TD,14.9,-91.5,25
AL131998 1800,              MITCH,19981101,1800,  , TD,15.5,-92.2,25
AL131998 0000,              MITCH,19981102, 0000,  , LO,16.3,-92.7,20
AL131998 0600,              MITCH,19981102, 0600,  , LO,17.1,-93.1,20
AL131998 1200,              MITCH,19981102,1200,  , LO,17.9,-93.4,20
AL131998 1800,              MITCH,19981102,1800,  , LO,18.7,-93.7,20
AL131998 0000,              MITCH,19981103, 0000,  , LO,19.2,-93.4,20
AL131998 0600,              MITCH,19981103, 0600,  , LO,19.3,-92.7,20
AL131998 1200,              MITCH,19981103,1200,  , LO,19.4,-92.1,25
AL131998 1800,              MITCH,19981103,1800,  , TS,19.6,-91.4,40
AL131998 0000,              MITCH,19981104, 0000,  , TS,20,-90.6,35
AL131998 0200,              MITCH,19981104, 0200, L, TS,20.1,-90.5,35
AL131998 0600,              MITCH,19981104, 0600,  , TD,20.8,-89.6,30
AL131998 1200,              MITCH,19981104,1200,  , TS,21.8,-88.2,40
AL131998 1800,              MITCH,19981104,1800,  , TS,23.3,-86.5,40
AL131998 0000,              MITCH,19981105, 0000,  , TS,24.8,-84.8,45
AL131998 0600,              MITCH,19981105, 0600,  , TS,25.6,-83.1,50
AL131998 1100,              MITCH,19981105,1100, L, TS,26.2,-81.9,55
AL131998 1200,              MITCH,19981105,1200,  , TS,26.6,-81.3,55
AL131998 1800,              MITCH,19981105,1800,  , EX,27.5,-78.3,50
AL131998 0000,              MITCH,19981106, 0000,  , EX,30,-75,50
AL131998 0600,              MITCH,19981106, 0600,  , EX,32.5,-72,50
AL131998 1200,              MITCH,19981106,1200,  , EX,35,-68,50
AL131998 1800,              MITCH,19981106,1800,  , EX,37,-63,50
AL131998 0000,              MITCH,19981107, 0000,  , EX,39,-58,50
AL131998 0600,              MITCH,19981107, 0600,  , EX,41,-53,50
AL131998 1200,              MITCH,19981107,1200,  , EX,42.5,-47.5,50
AL131998 1800,              MITCH,19981107,1800,  , EX,44.5,-42,60
AL131998 0000,              MITCH,19981108, 0000,  , EX,46.5,-36.5,60
AL131998 0600,              MITCH,19981108, 0600,  , EX,48.5,-31,60
AL131998 1200,              MITCH,19981108,1200,  , EX,50,-25,60
AL131998 1800,              MITCH,19981108,1800,  , EX,53.5,-20.5,60
AL131998 0000,              MITCH,19981109, 0000,  , EX,55.5,-14.5,60
AL131998 0600,              MITCH,19981109, 0600,  , EX,58,-10.5,60
AL131998 1200,              MITCH,19981109,1200,  , EX,61,-10,60
AL131998 1800,              MITCH,19981109,1800,  , EX,63.5,-5,55
AL141998 0000,             NICOLE,19981124, 0000,  , TD,28.3,-28,30
AL141998 0600,             NICOLE,19981124, 0600,  , TS,27.9,-29.1,35
AL141998 1200,             NICOLE,19981124,1200,  , TS,27.5,-30.1,45
AL141998 1800,             NICOLE,19981124,1800,  , TS,27.2,-31.1,60
AL141998 0000,             NICOLE,19981125, 0000,  , TS,26.9,-32,60
AL141998 0600,             NICOLE,19981125, 0600,  , TS,26.6,-32.9,60
AL141998 1200,             NICOLE,19981125,1200,  , TS,26.3,-33.7,55
AL141998 1800,             NICOLE,19981125,1800,  , TS,26,-34.6,50
AL141998 0000,             NICOLE,19981126, 0000,  , TS,25.7,-35.4,40
AL141998 0600,             NICOLE,19981126, 0600,  , TS,25.5,-36.4,35
AL141998 1200,             NICOLE,19981126,1200,  , TD,25.3,-37.3,30
AL141998 1800,             NICOLE,19981126,1800,  , TD,25.2,-38.3,25
AL141998 0000,             NICOLE,19981127, 0000,  , TD,25.2,-39.2,25
AL141998 0600,             NICOLE,19981127, 0600,  , TD,25.3,-40.3,25
AL141998 1200,             NICOLE,19981127,1200,  , TD,25.4,-41.7,30
AL141998 1800,             NICOLE,19981127,1800,  , TS,25.6,-43,40
AL141998 0000,             NICOLE,19981128, 0000,  , TS,25.8,-44.1,50
AL141998 0600,             NICOLE,19981128, 0600,  , TS,26.3,-45.3,50
AL141998 1200,             NICOLE,19981128,1200,  , TS,27.1,-46.2,50
AL141998 1800,             NICOLE,19981128,1800,  , TS,28,-46.6,50
AL141998 0000,             NICOLE,19981129, 0000,  , TS,28.8,-46.5,45
AL141998 0600,             NICOLE,19981129, 0600,  , TS,30,-45.9,45
AL141998 1200,             NICOLE,19981129,1200,  , TS,31,-44.9,55
AL141998 1800,             NICOLE,19981129,1800,  , TS,31.8,-43.8,60
AL141998 0000,             NICOLE,19981130, 0000,  , HU,32.6,-42.6,65
AL141998 0600,             NICOLE,19981130, 0600,  , HU,33.1,-41.7,65
AL141998 1200,             NICOLE,19981130,1200,  , HU,33.8,-40.5,65
AL141998 1800,             NICOLE,19981130,1800,  , HU,34.3,-39.3,70
AL141998 0000,             NICOLE,19981201, 0000,  , HU,35.1,-37.9,75
AL141998 0600,             NICOLE,19981201, 0600,  , HU,37,-35.5,70
AL141998 1200,             NICOLE,19981201,1200,  , TS,40.4,-34,60
AL141998 1800,             NICOLE,19981201,1800,  , EX,43,-34,60
AL141998 0000,             NICOLE,19981202, 0000,  , EX,47,-34.5,50
AL141998 0600,             NICOLE,19981202, 0600,  , EX,49.5,-35.5,50
AL141998 1200,             NICOLE,19981202,1200,  , EX,52,-37,50
AL011999 1800,             ARLENE,19990611,1800,  , TD,27.1,-58.1,30
AL011999 0000,             ARLENE,19990612, 0000,  , TD,27.7,-57.4,30
AL011999 0600,             ARLENE,19990612, 0600,  , TD,28.1,-57.3,30
AL011999 1200,             ARLENE,19990612,1200,  , TS,28.3,-57.3,35
AL011999 1800,             ARLENE,19990612,1800,  , TS,28.5,-57.4,45
AL011999 0000,             ARLENE,19990613, 0000,  , TS,28.8,-57.5,50
AL011999 0600,             ARLENE,19990613, 0600,  , TS,29,-57.8,50
AL011999 1200,             ARLENE,19990613,1200,  , TS,29.1,-58.2,50
AL011999 1800,             ARLENE,19990613,1800,  , TS,29.1,-58.7,50
AL011999 0000,             ARLENE,19990614, 0000,  , TS,29.1,-59.2,45
AL011999 0600,             ARLENE,19990614, 0600,  , TS,29.2,-59.8,40
AL011999 1200,             ARLENE,19990614,1200,  , TS,29.3,-60.4,40
AL011999 1800,             ARLENE,19990614,1800,  , TS,29.6,-60.7,40
AL011999 0000,             ARLENE,19990615, 0000,  , TS,29.8,-61.1,40
AL011999 0600,             ARLENE,19990615, 0600,  , TS,29.7,-61.5,40
AL011999 1200,             ARLENE,19990615,1200,  , TS,29.6,-61.3,45
AL011999 1800,             ARLENE,19990615,1800,  , TS,29.9,-61.4,45
AL011999 0000,             ARLENE,19990616, 0000,  , TS,30,-61.7,45
AL011999 0600,             ARLENE,19990616, 0600,  , TS,30.3,-62,45
